constellation,environment,elevation_deg,cn0_dbhz,num_satellites,pdop,position_error_m,multipath_index
BeiDou,Open Sky,56.62,38.57,12,2.881,3.5003,0.1596
BeiDou,Urban Canyon,20.43,33.78,10,3.357,4.4412,0.3681
GLONASS,Open Sky,46.79,42.02,10,2.087,2.4279,0.1177
Galileo,Urban Canyon,34.4,33.2,9,3.397,2.4214,0.7805
GPS,Urban Canyon,17.57,36.37,11,7.288,6.0145,0.4446
GPS,Open Sky,25.76,36.06,12,1.479,2.1707,0.0243
Galileo,Urban Canyon,58.07,38.27,8,5.764,4.1384,0.5218
Galileo,Urban Canyon,37.54,37.9,9,4.559,3.6653,0.709
Galileo,Open Sky,52.97,38.75,12,3.033,0.9826,0.2209
Galileo,Urban Canyon,26.46,40.18,8,3.197,3.8052,0.3895
Galileo,Open Sky,29.08,43.84,12,3.992,1.8624,0.0389
BeiDou,Open Sky,33.09,40.11,12,5.0,4.1603,0.3418
GPS,Urban Canyon,51.06,28.43,6,5.602,4.9235,0.4768
GPS,Open Sky,57.3,47.22,13,1.67,1.9639,0.1301
GLONASS,Urban Canyon,44.74,35.22,6,6.546,5.2169,0.8656
BeiDou,Open Sky,29.1,41.33,11,1.108,1.655,0.1816
BeiDou,Open Sky,51.9,36.18,8,2.506,1.5341,0.3598
BeiDou,Open Sky,25.08,40.03,8,1.893,0.9333,0.0089
BeiDou,Urban Canyon,26.12,38.53,7,4.963,5.0093,0.3514
GPS,Urban Canyon,18.03,29.49,8,4.214,5.4937,0.7746
Galileo,Urban Canyon,33.92,31.02,12,2.685,4.0367,0.5081
GPS,Urban Canyon,27.13,29.36,8,6.493,6.1752,0.7993
GLONASS,Urban Canyon,51.17,28.24,4,3.326,7.0904,0.4148
BeiDou,Urban Canyon,32.97,28.91,8,2.309,5.2798,0.6651
GPS,Open Sky,40.61,44.07,9,1.581,0.6329,0.0493
Galileo,Urban Canyon,31.96,44.81,6,2.215,3.1291,0.3797
GPS,Urban Canyon,26.57,20.23,5,4.732,7.2751,0.671
GPS,Urban Canyon,36.95,31.63,4,4.414,6.0377,0.6375
GPS,Open Sky,41.27,42.2,14,1.284,1.1495,0.2981
GPS,Open Sky,26.5,35.57,10,1.904,2.1063,0.0672
BeiDou,Urban Canyon,26.23,34.51,4,2.24,4.7365,0.6385
Galileo,Open Sky,37.14,45.49,13,1.665,0.1,0.3273
BeiDou,Open Sky,38.5,35.86,10,1.971,1.6628,0.3727
GLONASS,Urban Canyon,57.63,29.94,7,4.603,6.3074,0.8441
GPS,Open Sky,25.23,44.46,12,1.618,2.6178,0.3154
GPS,Open Sky,54.86,42.59,11,1.322,2.7763,0.2153
BeiDou,Open Sky,23.12,42.63,10,2.076,2.1945,0.0751
GPS,Open Sky,59.93,41.27,15,1.155,1.3112,0.227
BeiDou,Urban Canyon,22.63,33.37,7,1.5,3.1736,0.5026
GPS,Urban Canyon,29.69,39.79,6,3.531,5.4055,0.7053
GLONASS,Urban Canyon,14.4,36.46,4,2.54,3.395,0.4619
BeiDou,Urban Canyon,24.79,31.25,8,3.29,4.3465,0.4054
GPS,Urban Canyon,6.26,33.74,5,3.624,5.5011,0.5628
GPS,Open Sky,37.49,39.8,10,1.331,1.2507,0.1229
BeiDou,Urban Canyon,19.77,23.84,9,3.647,7.0309,0.803
GPS,Open Sky,48.36,45.45,15,2.273,0.7951,0.2513
Galileo,Open Sky,40.32,36.93,12,1.839,1.2944,0.0099
Galileo,Urban Canyon,27.3,37.6,6,5.793,5.192,0.5885
GPS,Urban Canyon,9.06,29.97,8,4.102,5.9573,0.5426
GLONASS,Open Sky,28.72,41.27,10,2.365,0.9072,0.0474
GLONASS,Urban Canyon,33.34,37.18,8,3.677,6.4222,0.7141
Galileo,Open Sky,53.54,37.22,7,3.353,3.4821,0.2172
BeiDou,Open Sky,44.87,45.52,8,2.772,1.3243,0.1675
GPS,Open Sky,28.85,43.27,9,2.27,0.1,0.0164
GPS,Open Sky,30.54,41.31,10,2.034,1.4716,0.1202
Galileo,Open Sky,40.11,42.16,11,2.444,1.6483,0.1019
BeiDou,Open Sky,33.98,43.18,12,1.831,1.5688,0.0478
GPS,Open Sky,41.66,46.96,8,2.691,1.3551,0.1399
GPS,Open Sky,17.34,36.23,10,2.447,2.8078,0.0411
Galileo,Urban Canyon,22.57,34.65,8,5.606,3.9559,0.4749
BeiDou,Urban Canyon,34.54,37.11,6,2.648,5.0127,0.5947
GPS,Urban Canyon,32.56,45.43,9,2.176,5.0512,0.9023
Galileo,Open Sky,45.31,48.84,14,2.011,0.8842,0.2851
GLONASS,Urban Canyon,29.73,36.4,8,1.501,4.116,0.9077
Galileo,Urban Canyon,31.28,41.79,9,2.812,3.1306,0.7203
GPS,Open Sky,54.71,42.31,11,1.324,0.5808,0.0206
GPS,Open Sky,49.65,46.09,12,1.0,0.2231,0.2252
Galileo,Open Sky,22.8,42.98,13,1.646,1.2111,0.177
Galileo,Open Sky,40.32,44.7,11,1.792,1.4154,0.0367
BeiDou,Open Sky,33.54,39.36,10,2.613,0.9249,0.0197
GLONASS,Open Sky,26.27,39.22,14,1.59,2.2577,0.0224
GLONASS,Open Sky,19.98,41.81,8,1.861,1.7652,0.0624
BeiDou,Urban Canyon,24.08,34.8,8,3.285,4.3733,0.6074
Galileo,Open Sky,38.7,41.45,11,1.777,0.1,0.1042
Galileo,Open Sky,37.21,42.87,13,1.254,0.209,0.0548
BeiDou,Urban Canyon,20.67,39.74,6,2.91,5.0273,0.4039
GPS,Open Sky,41.69,41.16,11,1.444,1.2555,0.1249
GLONASS,Open Sky,35.38,39.42,10,1.72,1.8903,0.4254
GLONASS,Open Sky,68.64,45.65,6,1.498,2.583,0.2953
GPS,Open Sky,59.34,35.53,15,1.477,0.1,0.1238
Galileo,Open Sky,56.56,40.18,11,1.608,1.6748,0.0173
GPS,Open Sky,55.65,40.85,13,2.914,0.7134,0.2191
GPS,Open Sky,54.97,41.78,10,1.982,0.5705,0.1217
Galileo,Urban Canyon,24.48,34.72,5,3.756,4.4388,0.6695
GPS,Urban Canyon,19.03,40.8,5,2.857,3.5278,0.1968
GLONASS,Open Sky,43.24,39.94,11,1.824,1.6756,0.1685
BeiDou,Open Sky,59.15,40.38,10,1.061,0.1,0.1268
BeiDou,Open Sky,32.04,43.11,11,1.623,0.9075,0.0845
GPS,Urban Canyon,47.83,36.38,8,3.43,2.649,0.7953
GPS,Urban Canyon,30.26,38.24,4,3.68,4.8848,0.8411
GPS,Open Sky,61.64,41.5,12,2.133,0.4147,0.076
GPS,Open Sky,55.72,47.74,14,2.188,2.675,0.004
BeiDou,Open Sky,33.5,50.97,10,1.292,1.6161,0.1957
Galileo,Urban Canyon,18.16,31.01,7,2.431,4.9207,0.7594
GPS,Urban Canyon,22.65,40.71,9,2.764,3.7033,0.5638
BeiDou,Open Sky,54.74,35.67,11,1.811,0.6814,0.1655
Galileo,Urban Canyon,20.97,44.83,8,3.028,3.4083,0.6481
GPS,Open Sky,43.78,38.61,12,1.34,2.495,0.0379
GPS,Urban Canyon,34.53,34.24,6,1.89,4.6966,0.8324
GLONASS,Urban Canyon,28.6,35.7,7,4.491,5.5943,0.579
GLONASS,Open Sky,53.16,38.88,9,1.74,2.7074,0.0685
GPS,Open Sky,56.07,40.09,12,2.3,2.2385,0.0103
BeiDou,Urban Canyon,39.57,33.38,7,4.289,4.3769,0.5806
BeiDou,Open Sky,8.4,41.57,9,1.669,2.1198,0.0393
BeiDou,Urban Canyon,25.46,30.8,8,2.803,5.523,0.5633
GPS,Open Sky,31.04,42.21,12,3.288,2.1743,0.2754
GPS,Urban Canyon,26.33,39.06,8,4.002,3.1382,0.7829
BeiDou,Open Sky,47.0,46.89,10,2.128,1.3655,0.1019
GPS,Open Sky,38.53,44.36,11,1.362,1.6844,0.0966
GLONASS,Open Sky,61.27,45.26,13,1.445,0.6488,0.2357
GLONASS,Open Sky,22.37,36.02,13,1.49,0.8795,0.0274
GPS,Open Sky,16.95,41.83,11,1.076,2.1178,0.076
GLONASS,Urban Canyon,25.19,33.43,4,7.399,5.4951,0.5734
BeiDou,Open Sky,56.84,48.16,10,1.534,0.1,0.1223
GLONASS,Open Sky,52.45,50.74,8,1.448,0.1,0.2655
Galileo,Open Sky,45.45,40.87,8,2.199,0.7331,0.1932
BeiDou,Open Sky,56.86,44.94,13,1.815,0.8928,0.0602
Galileo,Urban Canyon,47.68,41.88,4,4.428,4.1199,0.7697
GLONASS,Urban Canyon,55.99,27.62,4,3.28,5.2768,0.6474
BeiDou,Open Sky,52.19,41.21,9,1.836,1.5158,0.1237
GLONASS,Urban Canyon,34.67,30.28,4,5.864,5.3312,0.439
GPS,Urban Canyon,5.33,26.95,7,6.87,7.3987,0.5544
GPS,Urban Canyon,24.97,26.98,7,3.003,5.2622,0.5151
GPS,Open Sky,36.53,43.88,7,1.609,1.7961,0.2089
Galileo,Open Sky,52.67,45.44,12,1.781,0.1,0.235
Galileo,Open Sky,28.05,41.1,14,1.712,1.1132,0.12
Galileo,Urban Canyon,18.21,42.68,7,5.092,6.0516,0.5653
Galileo,Urban Canyon,31.68,24.44,5,4.437,3.9038,0.469
GLONASS,Open Sky,55.67,44.06,11,2.33,0.451,0.1359
BeiDou,Open Sky,62.38,40.41,9,2.05,1.1413,0.1973
GPS,Urban Canyon,25.87,27.05,6,2.606,4.3768,0.8374
GLONASS,Urban Canyon,33.36,27.05,8,2.516,4.1396,0.6691
GLONASS,Open Sky,29.14,43.05,8,1.804,2.3509,0.1265
Galileo,Urban Canyon,20.13,36.34,4,3.198,2.6736,0.6644
GPS,Open Sky,40.3,40.76,16,1.344,1.3038,0.1997
GLONASS,Open Sky,64.23,37.2,6,1.773,3.0597,0.0648
BeiDou,Open Sky,40.22,38.32,9,2.496,2.8307,0.2226
GLONASS,Urban Canyon,47.36,40.32,4,4.473,7.3645,0.8222
BeiDou,Urban Canyon,37.27,33.45,8,2.524,5.1066,0.8518
BeiDou,Open Sky,60.52,47.67,6,1.036,1.7571,0.0621
Galileo,Open Sky,24.88,44.86,15,1.74,0.1,0.1178
GLONASS,Open Sky,52.31,44.55,12,2.045,2.5254,0.2721
Galileo,Open Sky,29.02,35.15,11,2.332,1.9279,0.2137
BeiDou,Open Sky,60.01,47.71,15,1.716,0.4956,0.1467
GPS,Open Sky,23.77,41.97,12,1.446,1.3602,0.0722
Galileo,Open Sky,52.66,38.35,11,1.232,1.3491,0.1695
BeiDou,Open Sky,45.1,37.9,10,1.701,1.1823,0.145
GPS,Open Sky,20.42,39.77,8,3.301,2.1818,0.1178
GLONASS,Urban Canyon,29.09,31.21,6,5.147,4.8114,0.6459
Galileo,Open Sky,51.1,39.93,10,1.612,1.4592,0.0908
BeiDou,Urban Canyon,32.24,24.13,5,4.627,4.8811,0.3191
BeiDou,Urban Canyon,49.55,39.07,11,1.555,4.0901,0.4986
GPS,Urban Canyon,40.79,35.47,9,3.88,3.7617,0.9204
GLONASS,Open Sky,57.18,40.66,11,2.025,1.72,0.11
GPS,Open Sky,28.18,45.15,11,1.598,3.0693,0.1751
GLONASS,Urban Canyon,6.04,36.7,7,6.395,6.1302,0.6314
GLONASS,Open Sky,51.47,37.9,11,2.168,2.4608,0.2986
BeiDou,Open Sky,10.03,44.15,14,2.17,1.3906,0.1927
GPS,Open Sky,33.07,48.71,12,1.443,1.9582,0.181
GPS,Open Sky,75.47,35.44,8,2.406,0.9757,0.3786
GLONASS,Open Sky,61.9,41.81,11,1.624,3.4646,0.4756
Galileo,Urban Canyon,28.26,39.25,5,3.031,5.6788,0.5098
Galileo,Open Sky,49.49,34.0,11,1.589,0.9994,0.1001
GPS,Open Sky,48.68,35.01,12,1.414,0.5811,0.0466
GPS,Urban Canyon,17.66,33.87,6,4.022,5.2178,0.5926
BeiDou,Open Sky,54.58,43.96,12,2.689,2.0722,0.1358
GPS,Urban Canyon,19.34,33.56,9,3.941,4.0793,0.6759
Galileo,Open Sky,32.88,45.86,9,2.4,0.1,0.3561
BeiDou,Open Sky,41.42,46.37,17,1.515,0.1,0.0334
GPS,Urban Canyon,17.42,36.98,7,3.006,5.0058,0.7144
GLONASS,Open Sky,51.25,34.99,13,1.667,1.6199,0.0373
GPS,Open Sky,66.08,41.24,8,1.747,1.6008,0.1989
BeiDou,Urban Canyon,21.01,49.59,7,6.019,6.1731,0.3502
GLONASS,Urban Canyon,48.94,29.6,5,5.087,7.5564,0.7768
BeiDou,Urban Canyon,44.75,35.91,10,4.437,4.6492,0.7039
GPS,Open Sky,80.85,41.01,12,2.342,0.6739,0.3065
Galileo,Open Sky,69.95,45.45,11,2.331,0.9051,0.284
GLONASS,Urban Canyon,8.08,32.61,7,2.393,4.678,0.6943
GPS,Open Sky,8.48,39.56,14,1.176,2.8026,0.0767
GPS,Open Sky,47.43,45.74,12,2.001,1.3226,0.4464
GPS,Urban Canyon,51.11,39.91,8,3.003,3.6791,0.8667
BeiDou,Open Sky,28.18,38.13,9,2.656,0.4871,0.1645
GLONASS,Open Sky,33.1,39.07,11,1.331,1.5712,0.3855
GLONASS,Open Sky,56.02,45.58,6,1.496,2.9014,0.0368
GLONASS,Open Sky,40.46,43.53,10,1.942,1.5877,0.3687
Galileo,Urban Canyon,8.6,40.89,8,4.921,3.4689,0.6868
Galileo,Urban Canyon,35.35,29.9,9,4.436,4.488,0.8254
Galileo,Open Sky,22.55,47.39,14,1.532,1.8897,0.1749
GLONASS,Open Sky,45.55,47.39,10,2.334,3.2782,0.0569
GPS,Open Sky,52.8,38.56,8,2.196,2.3047,0.4672
BeiDou,Open Sky,55.3,37.33,11,1.88,3.1779,0.1932
BeiDou,Open Sky,49.17,39.9,9,2.336,2.0478,0.126
GPS,Urban Canyon,14.18,47.48,8,3.179,4.3733,0.5004
Galileo,Open Sky,51.63,37.92,10,1.0,1.1463,0.0734
GPS,Open Sky,67.4,42.98,9,2.769,1.1195,0.1386
BeiDou,Urban Canyon,21.39,39.02,6,3.907,4.896,0.8621
BeiDou,Open Sky,42.58,44.08,12,1.718,0.8518,0.0335
BeiDou,Urban Canyon,37.03,38.09,7,2.652,4.63,0.601
GPS,Open Sky,40.22,38.12,9,1.0,1.8754,0.1324
GPS,Open Sky,34.72,40.59,10,3.073,2.9081,0.249
GPS,Urban Canyon,16.11,43.0,7,5.466,5.7701,0.8135
GPS,Open Sky,43.17,41.67,8,3.214,2.2178,0.093
GPS,Open Sky,60.65,47.68,12,2.172,0.9215,0.0586
GPS,Open Sky,41.02,41.16,10,2.506,2.697,0.1098
BeiDou,Urban Canyon,48.86,39.3,5,3.934,4.5968,0.4464
GPS,Urban Canyon,21.08,37.2,5,2.824,4.6963,0.6515
GPS,Open Sky,29.7,44.44,11,2.01,0.9945,0.2523
BeiDou,Urban Canyon,26.78,28.85,8,1.535,4.0519,0.4052
Galileo,Urban Canyon,15.65,31.38,9,2.39,5.0725,0.4016
GLONASS,Open Sky,20.22,36.18,8,1.217,0.1,0.2634
GLONASS,Open Sky,31.23,46.2,13,2.287,0.8333,0.1883
BeiDou,Open Sky,62.27,43.49,14,1.48,0.4393,0.2144
GLONASS,Open Sky,56.05,44.3,13,1.404,1.0449,0.3609
Galileo,Open Sky,55.4,40.56,11,2.176,1.0839,0.1061
GLONASS,Open Sky,56.25,36.5,8,2.289,2.7547,0.1171
Galileo,Open Sky,30.12,37.32,12,1.92,1.2807,0.0754
GPS,Open Sky,45.99,42.44,11,1.564,1.7726,0.1467
Galileo,Urban Canyon,48.09,40.89,4,2.373,3.5466,0.3792
GPS,Open Sky,40.47,38.81,10,2.334,2.6672,0.0817
GLONASS,Urban Canyon,31.52,31.8,9,2.225,4.8052,0.6308
GPS,Urban Canyon,26.68,38.19,6,2.45,3.7468,0.742
GPS,Urban Canyon,50.87,30.07,5,4.907,6.5706,0.2297
GPS,Urban Canyon,5.0,34.96,7,4.386,5.2448,0.567
BeiDou,Urban Canyon,26.97,40.82,8,4.352,5.4937,0.565
GPS,Open Sky,41.63,42.59,14,1.32,0.7496,0.3749
GLONASS,Urban Canyon,33.77,39.4,11,1.745,4.4387,0.5409
BeiDou,Open Sky,58.61,39.88,12,1.117,0.6229,0.3695
GPS,Urban Canyon,27.59,26.85,7,4.774,5.9095,0.91
GLONASS,Open Sky,52.29,40.57,13,2.416,2.3003,0.4612
GPS,Open Sky,58.02,35.87,10,2.086,2.778,0.0691
GPS,Open Sky,44.45,41.1,11,2.426,1.3485,0.1736
GLONASS,Urban Canyon,21.67,23.8,7,3.131,4.8735,0.446
BeiDou,Open Sky,44.29,47.53,10,2.182,2.2571,0.3247
GPS,Open Sky,27.25,34.67,10,1.765,0.4601,0.1247
Galileo,Open Sky,31.46,44.48,13,1.541,0.1,0.0423
GPS,Open Sky,60.97,48.86,12,1.905,1.3716,0.1682
Galileo,Urban Canyon,18.52,35.81,6,5.357,4.8624,0.819
GLONASS,Urban Canyon,29.99,34.15,8,3.145,5.0469,0.5784
GLONASS,Open Sky,33.29,42.19,11,1.721,1.7779,0.2597
GLONASS,Open Sky,48.74,38.08,16,1.284,3.0358,0.2217
GPS,Open Sky,42.95,42.17,12,2.303,0.4058,0.1224
GLONASS,Open Sky,40.0,40.53,14,2.516,1.3141,0.3053
GLONASS,Urban Canyon,25.54,29.74,4,3.594,5.7204,0.5728
GLONASS,Urban Canyon,33.62,22.6,6,3.338,5.5198,0.4422
GPS,Open Sky,62.25,38.49,11,2.288,2.0288,0.0841
Galileo,Urban Canyon,30.71,32.33,8,1.504,3.946,0.4864
Galileo,Open Sky,36.09,40.21,13,2.002,3.3043,0.214
GPS,Urban Canyon,14.44,36.21,7,3.681,5.241,0.6434
GPS,Open Sky,43.25,40.64,6,1.451,2.6788,0.2694
Galileo,Urban Canyon,30.61,44.29,6,3.425,3.6846,0.5607
GLONASS,Open Sky,26.7,42.47,13,2.824,2.1759,0.1587
GPS,Urban Canyon,5.22,37.74,5,5.122,5.3914,0.8082
BeiDou,Open Sky,46.94,35.76,13,1.0,1.1481,0.3111
Galileo,Open Sky,49.54,40.55,11,1.592,1.8798,0.2334
GLONASS,Open Sky,35.5,40.48,10,1.346,2.3182,0.0198
Galileo,Open Sky,13.37,45.61,10,1.539,0.1024,0.1988
Galileo,Open Sky,41.6,48.98,11,2.184,1.2102,0.1068
GLONASS,Urban Canyon,5.0,32.08,7,2.776,5.0846,0.5468
BeiDou,Urban Canyon,29.12,30.43,8,1.781,5.1783,0.6702
Galileo,Open Sky,23.28,45.87,10,1.365,0.1,0.2266
Galileo,Urban Canyon,19.99,34.27,6,2.296,3.296,0.7004
GLONASS,Urban Canyon,37.16,31.77,5,3.363,5.1886,0.7436
GLONASS,Open Sky,56.01,32.87,10,2.452,2.5792,0.0351
GPS,Open Sky,50.98,43.66,12,1.484,0.4293,0.2045
Galileo,Open Sky,70.7,44.73,12,2.434,0.1,0.1116
Galileo,Open Sky,43.47,36.42,9,2.152,2.2503,0.0901
BeiDou,Urban Canyon,19.42,27.95,8,4.505,5.3821,0.53
Galileo,Urban Canyon,35.88,31.49,6,4.74,3.51,0.7213
Galileo,Urban Canyon,41.82,41.49,9,2.412,2.7882,0.4011
BeiDou,Open Sky,37.88,37.47,14,1.501,2.3724,0.0972
Galileo,Urban Canyon,26.75,40.83,4,2.231,3.1723,0.7278
GPS,Urban Canyon,28.89,37.36,9,5.588,4.0202,0.5675
GPS,Open Sky,62.69,43.76,10,2.378,1.8651,0.1226
GPS,Urban Canyon,36.95,44.92,6,3.267,4.8711,0.4618
GPS,Open Sky,55.67,39.43,14,1.934,0.9043,0.1194
Galileo,Open Sky,53.92,40.08,13,2.238,1.8571,0.1224
GLONASS,Open Sky,23.6,47.97,11,1.0,1.9369,0.0449
GLONASS,Open Sky,54.35,40.1,12,1.63,2.0783,0.2762
GPS,Urban Canyon,31.52,32.88,6,2.658,4.6064,0.6519
Galileo,Open Sky,48.07,44.28,10,1.356,0.1904,0.1394
GPS,Open Sky,42.07,40.92,8,2.272,1.5724,0.1588
BeiDou,Open Sky,75.51,46.94,8,1.756,0.602,0.1236
GPS,Open Sky,32.16,45.97,8,1.526,0.1,0.1313
GLONASS,Open Sky,27.83,47.73,10,2.1,2.8364,0.0976
GPS,Open Sky,36.78,34.18,10,1.888,2.3527,0.0604
GLONASS,Urban Canyon,18.8,36.79,8,3.51,6.4515,0.5708
Galileo,Open Sky,60.85,52.2,9,1.362,0.1,0.0976
GLONASS,Urban Canyon,31.63,35.37,4,8.0,8.366,0.7911
GPS,Open Sky,41.57,47.85,13,1.84,1.5552,0.0342
BeiDou,Urban Canyon,34.37,38.17,9,3.564,5.003,0.3322
Galileo,Urban Canyon,41.62,29.13,9,6.627,5.2325,0.4887
GLONASS,Open Sky,38.3,41.55,10,2.648,2.7461,0.115
BeiDou,Open Sky,29.83,42.96,10,2.563,2.3339,0.1692
BeiDou,Urban Canyon,20.65,34.15,5,3.836,4.2998,0.869
GPS,Open Sky,7.83,43.96,11,1.805,3.2255,0.1403
GPS,Urban Canyon,33.43,29.61,9,2.194,2.6956,0.4689
GPS,Open Sky,53.59,42.88,13,2.585,3.1376,0.4427
GPS,Open Sky,5.0,40.78,13,2.217,2.248,0.1301
Galileo,Open Sky,52.51,42.8,11,1.535,0.4353,0.2545
BeiDou,Urban Canyon,29.28,33.58,8,3.322,4.7562,0.7836
BeiDou,Open Sky,48.03,47.39,9,3.073,3.7038,0.1645
Galileo,Urban Canyon,37.88,36.7,4,3.017,4.2871,0.8013
GLONASS,Urban Canyon,19.96,33.56,11,4.109,6.1623,0.756
BeiDou,Open Sky,50.36,33.52,8,2.141,1.6228,0.0851
BeiDou,Open Sky,37.53,44.04,8,1.471,0.8285,0.012
GPS,Open Sky,43.05,41.26,14,2.096,1.3668,0.0787
Galileo,Open Sky,59.88,43.46,10,2.097,0.8158,0.0504
BeiDou,Urban Canyon,31.12,36.48,7,5.366,5.6985,0.9059
GPS,Open Sky,10.82,40.38,7,2.193,0.8224,0.0338
Galileo,Open Sky,76.53,47.44,8,1.412,1.2482,0.3437
BeiDou,Urban Canyon,24.59,31.75,5,4.797,6.4203,0.6416
BeiDou,Urban Canyon,15.8,36.04,8,5.463,4.9534,0.92
BeiDou,Open Sky,41.9,42.31,11,2.135,0.691,0.0534
GLONASS,Urban Canyon,19.47,32.38,8,2.22,6.0548,0.7619
GPS,Open Sky,44.68,48.63,13,1.184,1.7254,0.2591
GPS,Urban Canyon,40.58,34.74,8,2.725,3.6319,0.6951
Galileo,Open Sky,45.83,41.95,10,2.294,1.381,0.2288
Galileo,Open Sky,45.13,36.48,10,1.186,1.2142,0.1614
Galileo,Open Sky,43.33,33.12,12,2.594,0.3645,0.2413
GLONASS,Urban Canyon,16.13,33.79,7,3.65,6.1768,0.8051
Galileo,Urban Canyon,26.6,41.8,6,3.146,3.4295,0.5147
GLONASS,Open Sky,54.44,43.85,14,1.456,3.0007,0.3293
GPS,Urban Canyon,31.18,29.58,9,5.382,4.1535,0.8321
GPS,Urban Canyon,29.0,38.57,6,3.095,3.7346,0.431
GPS,Open Sky,44.25,44.04,11,1.221,0.4952,0.1067
GPS,Urban Canyon,23.39,34.05,11,3.419,5.573,0.4841
BeiDou,Open Sky,26.57,52.01,12,1.709,1.8108,0.1091
Galileo,Urban Canyon,48.75,33.95,5,3.093,3.0837,0.4139
GPS,Open Sky,13.92,44.09,9,1.324,1.0119,0.1463
GLONASS,Open Sky,41.1,37.45,9,1.814,1.6904,0.0441
Galileo,Open Sky,53.61,40.22,12,1.841,0.8661,0.6081
GPS,Open Sky,26.33,38.27,10,2.122,2.5102,0.0844
GPS,Urban Canyon,9.22,27.76,7,4.118,4.5156,0.7611
GPS,Open Sky,59.33,41.57,14,1.559,1.1977,0.3435
GLONASS,Open Sky,53.18,43.22,13,1.246,1.4661,0.1307
GPS,Open Sky,28.53,43.43,8,2.15,0.3014,0.2317
GPS,Urban Canyon,26.95,30.58,7,4.343,7.0731,0.8093
GPS,Urban Canyon,20.6,34.7,5,4.522,5.3422,0.7021
Galileo,Open Sky,52.52,50.71,15,1.292,0.1,0.2427
GPS,Open Sky,49.29,36.37,12,3.887,2.7193,0.1961
BeiDou,Open Sky,75.21,41.73,8,1.785,2.4962,0.2334
GPS,Urban Canyon,46.56,38.11,4,3.3,3.48,0.663
GLONASS,Urban Canyon,14.84,37.42,6,6.279,5.491,0.6689
Galileo,Urban Canyon,56.52,34.01,7,4.17,4.6266,0.4042
Galileo,Urban Canyon,37.49,32.74,4,2.752,4.145,0.4834
GPS,Open Sky,31.51,46.84,11,2.707,2.7554,0.3756
BeiDou,Urban Canyon,36.66,37.02,6,3.029,5.5216,0.85
BeiDou,Open Sky,37.48,43.49,13,1.27,0.9404,0.1501
GPS,Open Sky,34.32,48.44,11,2.621,2.7161,0.2462
GPS,Open Sky,36.44,38.23,11,2.714,2.6732,0.1147
BeiDou,Open Sky,28.39,43.15,11,2.814,2.2652,0.3238
Galileo,Urban Canyon,30.91,39.48,10,4.573,4.7028,0.7884
GPS,Open Sky,46.24,48.23,9,1.832,1.6006,0.1694
GPS,Urban Canyon,5.97,37.85,6,2.575,4.8716,0.5826
GLONASS,Urban Canyon,21.36,34.07,8,3.972,4.2562,0.3355
GLONASS,Urban Canyon,39.88,32.92,8,4.293,5.5774,0.517
Galileo,Urban Canyon,8.43,36.87,6,3.464,5.9403,0.9422
BeiDou,Open Sky,69.91,41.71,11,1.273,0.7793,0.2474
Galileo,Open Sky,71.45,44.05,10,1.78,0.2612,0.1034
GPS,Open Sky,36.54,44.25,9,1.956,1.2439,0.2019
Galileo,Open Sky,52.18,44.08,10,2.222,0.8469,0.0789
Galileo,Urban Canyon,22.52,31.76,5,3.322,3.9764,0.663
GPS,Open Sky,65.37,39.77,8,1.357,1.6557,0.3457
GPS,Open Sky,60.51,46.09,12,1.495,2.0021,0.0568
Galileo,Open Sky,40.01,40.13,10,1.0,0.6188,0.1332
GLONASS,Open Sky,42.95,47.55,10,3.362,0.573,0.1377
GPS,Urban Canyon,26.85,40.32,7,3.036,4.6175,0.6616
Galileo,Open Sky,34.3,47.06,12,2.395,0.2528,0.0886
GLONASS,Urban Canyon,21.77,38.58,7,3.38,5.5019,0.51
GLONASS,Urban Canyon,24.87,36.36,9,2.307,5.438,0.6254
GLONASS,Urban Canyon,31.56,35.17,8,2.09,4.4413,0.7996
BeiDou,Open Sky,62.63,45.04,8,2.086,1.8009,0.0605
GLONASS,Urban Canyon,21.08,44.22,8,4.425,3.9093,0.5959
GPS,Open Sky,44.67,40.93,10,2.006,2.1583,0.1357
Galileo,Open Sky,53.32,43.5,13,1.912,0.7907,0.1122
GLONASS,Urban Canyon,16.95,41.67,11,3.974,4.9917,0.4339
GPS,Urban Canyon,20.27,28.85,5,4.302,7.2764,0.6607
GPS,Open Sky,59.82,39.39,12,1.341,1.2727,0.1633
GPS,Urban Canyon,8.92,41.92,9,2.858,5.396,0.7913
Galileo,Open Sky,43.67,43.78,13,1.0,1.1745,0.2614
Galileo,Urban Canyon,21.84,27.38,7,2.794,3.1685,0.3797
GPS,Urban Canyon,45.3,40.18,11,4.131,4.7524,0.4752
BeiDou,Open Sky,45.21,46.78,9,3.176,2.2636,0.3156
BeiDou,Urban Canyon,25.38,36.94,9,1.834,3.1509,0.5817
GPS,Urban Canyon,35.61,30.7,10,3.039,5.0916,0.3483
BeiDou,Urban Canyon,43.01,41.08,7,5.664,5.1779,0.5408
GPS,Urban Canyon,16.5,37.72,5,4.157,6.2053,0.8662
BeiDou,Urban Canyon,17.0,41.27,5,2.268,3.0419,0.7131
BeiDou,Open Sky,46.05,36.58,13,2.362,0.6913,0.1668
GPS,Urban Canyon,15.58,29.86,8,5.596,4.7239,0.2453
GLONASS,Open Sky,72.77,35.98,11,1.563,2.2384,0.2247
